,slot,time,states_ch_0,backoff_ch_0,npca_enabled_ch_0,channel_0_occupied_remained,channel_0_obss_occupied_remained,states_ch_1,backoff_ch_1,npca_enabled_ch_1,channel_1_occupied_remained,channel_1_obss_occupied_remained,util_ch_0,util_ch_1
82,82,738,"['primary_backoff', 'primary_backoff']","[1, 1]","[False, False]",0,0,"['primary_backoff', 'primary_tx']","[11, 0]","[False, False]",33,0,False,True
83,83,747,"['primary_backoff', 'primary_backoff']","[0, 0]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",32,0,False,True
84,84,756,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",33,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",31,0,False,True
85,85,765,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",32,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",30,0,False,True
86,86,774,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",31,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",29,0,False,True
87,87,783,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",30,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",28,0,False,True
88,88,792,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",29,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",27,0,False,True
89,89,801,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",28,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",26,0,False,True
90,90,810,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",27,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",25,0,False,True
91,91,819,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",26,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",24,0,False,True
92,92,828,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",25,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",23,0,False,True
93,93,837,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",24,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",22,0,False,True
94,94,846,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",23,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",21,0,False,True
95,95,855,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",22,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",20,0,False,True
96,96,864,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",21,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",19,0,False,True
97,97,873,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",20,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",18,0,False,True
98,98,882,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",19,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",17,0,False,True
99,99,891,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",18,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",16,0,False,True
100,100,900,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",17,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",15,0,False,True
101,101,909,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",16,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",14,0,False,True
102,102,918,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",15,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",13,0,False,True
103,103,927,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",14,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",12,0,False,True
104,104,936,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",13,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",11,0,False,True
105,105,945,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",12,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",10,0,False,True
106,106,954,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",11,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",9,0,False,True
107,107,963,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",10,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",8,0,False,True
108,108,972,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",9,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",7,0,False,True
109,109,981,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",8,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",6,0,False,True
110,110,990,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",7,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",5,0,False,True
111,111,999,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",6,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",4,0,False,True
112,112,1008,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",5,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",3,0,False,True
113,113,1017,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",4,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",2,0,False,True
114,114,1026,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",3,0,"['primary_frozen', 'primary_tx']","[11, 0]","[False, False]",1,0,False,True
115,115,1035,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",2,0,"['primary_backoff', 'primary_backoff']","[11, 10]","[False, False]",0,0,False,False
116,116,1044,"['primary_tx', 'primary_tx']","[0, 0]","[False, False]",1,0,"['primary_backoff', 'primary_backoff']","[10, 9]","[False, False]",0,0,False,False
117,117,1053,"['primary_backoff', 'primary_backoff']","[3, 25]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[9, 8]","[False, False]",0,0,False,False
118,118,1062,"['primary_backoff', 'primary_backoff']","[2, 24]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[8, 7]","[False, False]",0,0,False,False
119,119,1071,"['primary_backoff', 'primary_backoff']","[1, 23]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[7, 6]","[False, False]",0,0,False,False
120,120,1080,"['primary_backoff', 'primary_backoff']","[0, 22]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[6, 5]","[False, False]",0,0,False,False
121,121,1089,"['primary_tx', 'primary_backoff']","[0, 21]","[False, False]",33,0,"['primary_backoff', 'primary_backoff']","[5, 4]","[False, False]",0,0,True,False
122,122,1098,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",32,0,"['primary_backoff', 'primary_backoff']","[4, 3]","[False, False]",0,0,True,False
123,123,1107,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",31,0,"['primary_backoff', 'primary_backoff']","[3, 2]","[False, False]",0,0,True,False
124,124,1116,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",30,0,"['primary_backoff', 'primary_backoff']","[2, 1]","[False, False]",0,0,True,False
125,125,1125,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",29,0,"['primary_backoff', 'primary_backoff']","[1, 0]","[False, False]",0,0,True,False
126,126,1134,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",28,0,"['primary_backoff', 'primary_tx']","[0, 0]","[False, False]",33,0,True,True
127,127,1143,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",27,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",32,0,True,True
128,128,1152,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",26,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",31,0,True,True
129,129,1161,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",25,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",30,0,True,True
130,130,1170,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",24,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",29,0,True,True
131,131,1179,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",23,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",28,0,True,True
132,132,1188,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",22,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",27,0,True,True
133,133,1197,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",21,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",26,0,True,True
134,134,1206,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",20,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",25,0,True,True
135,135,1215,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",19,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",24,0,True,True
136,136,1224,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",18,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",23,0,True,True
137,137,1233,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",17,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",22,0,True,True
138,138,1242,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",16,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",21,0,True,True
139,139,1251,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",15,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",20,0,True,True
140,140,1260,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",14,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",19,0,True,True
141,141,1269,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",13,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",18,0,True,True
142,142,1278,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",12,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",17,0,True,True
143,143,1287,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",11,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",16,0,True,True
144,144,1296,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",10,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",15,0,True,True
145,145,1305,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",9,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",14,0,True,True
146,146,1314,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",8,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",13,0,True,True
147,147,1323,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",7,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",12,0,True,True
148,148,1332,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",6,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",11,0,True,True
149,149,1341,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",5,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",10,0,True,True
150,150,1350,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",4,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",9,0,True,True
151,151,1359,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",3,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",8,0,True,True
152,152,1368,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",2,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",7,0,True,True
153,153,1377,"['primary_tx', 'primary_frozen']","[0, 21]","[False, False]",1,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",6,0,True,True
154,154,1386,"['primary_backoff', 'primary_backoff']","[8, 21]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",5,0,False,True
155,155,1395,"['primary_backoff', 'primary_backoff']","[7, 20]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",4,0,False,True
156,156,1404,"['primary_backoff', 'primary_backoff']","[6, 19]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",3,0,False,True
157,157,1413,"['primary_backoff', 'primary_backoff']","[5, 18]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",2,0,False,True
158,158,1422,"['primary_backoff', 'primary_backoff']","[4, 17]","[False, False]",0,0,"['primary_frozen', 'primary_tx']","[0, 0]","[False, False]",1,0,False,True
159,159,1431,"['primary_backoff', 'primary_backoff']","[3, 16]","[False, False]",0,0,"['primary_backoff', 'primary_backoff']","[0, 11]","[False, False]",0,0,False,False
160,160,1440,"['primary_backoff', 'primary_backoff']","[2, 15]","[False, False]",0,0,"['primary_tx', 'primary_backoff']","[0, 10]","[False, False]",33,0,False,True
161,161,1449,"['primary_backoff', 'primary_backoff']","[1, 14]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 10]","[False, False]",32,0,False,True
162,162,1458,"['primary_backoff', 'primary_backoff']","[0, 13]","[False, False]",0,0,"['primary_tx', 'primary_frozen']","[0, 10]","[False, False]",31,0,False,True
163,163,1467,"['primary_tx', 'primary_backoff']","[0, 12]","[False, False]",33,0,"['primary_tx', 'primary_frozen']","[0, 10]","[False, False]",30,0,True,True
164,164,1476,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",32,0,"['primary_tx', 'primary_frozen']","[0, 10]","[False, False]",29,0,True,True
165,165,1485,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",31,0,"['primary_tx', 'primary_frozen']","[0, 10]","[False, False]",28,0,True,True
166,166,1494,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",30,0,"['primary_tx', 'primary_frozen']","[0, 10]","[False, False]",27,0,True,True
167,167,1503,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",29,0,"['primary_tx', 'primary_frozen']","[0, 10]","[False, False]",26,0,True,True
168,168,1512,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",28,0,"['primary_tx', 'primary_frozen']","[0, 10]","[False, False]",25,0,True,True
169,169,1521,"['primary_tx', 'primary_frozen']","[0, 12]","[False, False]",27,0,"['primary_tx', 'primary_frozen']","[0, 10]","[False, False]",24,0,True,True
